match_id,competition,match_date,match_week,home_team,away_team,home_score,away_score,team,player,nationality,position,minutes,passes,pass_completions,pass_acc,progressive_passes,final_third_passes,pen_area_passes,crosses,through_balls,switch_passes,key_passes,avg_pass_length,fwd_passes_0_5m,fwd_passes_5_10m,fwd_passes_10_15m,fwd_passes_15m,shots,shots_on_target,shot_acc,goals,xg,xg_per_shot,headed_shots,first_time_shots,duels,tackles,aerials,duels_won,duel_win_pct,tackle_win_pct,pressures,interceptions,clearances,blocks,ball_recoveries,dribbled_past,fouls_committed,fouls_won,yellow_cards,carries,carry_distance,progressive_carries,final_third_carries,dribbles,dribbles_success,dribble_pct,dispossessed,miscontrols,total_actions,under_pressure,fifty_fifty,obv,shots_faced,saves,save_pct,gk_goals_conceded,sweeper_actions,gk_punches,jersey_number,nickname,passes_p90,pass_completions_p90,progressive_passes_p90,final_third_passes_p90,pen_area_passes_p90,crosses_p90,through_balls_p90,switch_passes_p90,key_passes_p90,fwd_passes_0_5m_p90,fwd_passes_5_10m_p90,fwd_passes_10_15m_p90,fwd_passes_15m_p90,shots_p90,shots_on_target_p90,goals_p90,xg_p90,headed_shots_p90,first_time_shots_p90,duels_p90,tackles_p90,aerials_p90,duels_won_p90,pressures_p90,interceptions_p90,clearances_p90,blocks_p90,ball_recoveries_p90,dribbled_past_p90,fouls_committed_p90,fouls_won_p90,yellow_cards_p90,carries_p90,carry_distance_p90,progressive_carries_p90,final_third_carries_p90,dribbles_p90,dribbles_success_p90,dispossessed_p90,miscontrols_p90,total_actions_p90,under_pressure_p90,fifty_fifty_p90,obv_p90,shots_faced_p90,saves_p90,gk_goals_conceded_p90,sweeper_actions_p90,gk_punches_p90,jersey_number_p90
3911491,Liga F,2024-02-18,18,Real Madrid CF W,Costa Adeje Tenerife,2,1,Real Madrid CF W,Oihane Hernández Zurbano,Spain,Right Back,61,45,34,75.6,27,7,1,1,0,0,1,16.2,5,1,10,11,0,0,0.0,0,0.0,0.0,0,0,5,3,2,0,0.0,0.0,20,2,2,3,6,0,1,0,0,23,128.6,13,3,2,0,0.0,0,1,108,43,2,0.0,0,0,0.0,0,0,0,11,Oihane Hernández,66.39,50.16,39.84,10.33,1.48,1.48,0.0,0.0,1.48,7.38,1.48,14.75,16.23,0.0,0.0,0.0,0.0,0.0,0.0,7.38,4.43,2.95,0.0,29.51,2.95,2.95,4.43,8.85,0.0,1.48,0.0,0.0,33.93,189.74,19.18,4.43,2.95,0.0,0.0,1.48,159.34,63.44,2.95,0.0,0.0,0.0,0.0,0.0,0.0,16.23
3911491,Liga F,2024-02-18,18,Real Madrid CF W,Costa Adeje Tenerife,2,1,Real Madrid CF W,Athenea del Castillo Belvide,Spain,Right Midfield,61,13,7,53.8,7,3,2,1,0,1,0,19.3,0,0,0,7,2,0,0.0,0,0.259,0.13,1,0,4,4,0,1,25.0,25.0,24,0,2,3,7,0,2,1,0,16,108.8,10,7,2,0,0.0,5,1,73,36,2,0.0,0,0,0.0,0,0,0,22,Athenea del Castillo,19.18,10.33,10.33,4.43,2.95,1.48,0.0,1.48,0.0,0.0,0.0,0.0,10.33,2.95,0.0,0.0,0.38,1.48,0.0,5.9,5.9,0.0,1.48,35.41,0.0,2.95,4.43,10.33,0.0,2.95,1.48,0.0,23.61,160.52,14.75,10.33,2.95,0.0,7.38,1.48,107.7,53.11,2.95,0.0,0.0,0.0,0.0,0.0,0.0,32.46
3911491,Liga F,2024-02-18,18,Real Madrid CF W,Costa Adeje Tenerife,2,1,Real Madrid CF W,Rocío Gálvez Luna,Spain,Right Center Back,90,53,45,84.9,35,6,1,0,1,0,1,24.8,3,5,8,19,0,0,0.0,0,0.0,0.0,0,0,3,2,1,1,33.3,50.0,10,3,10,1,1,0,3,0,0,35,227.4,23,0,0,0,0.0,0,0,116,42,0,0.0,0,0,0.0,0,0,0,4,Rocío Gálvez,53.0,45.0,35.0,6.0,1.0,0.0,1.0,0.0,1.0,3.0,5.0,8.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,10.0,3.0,10.0,1.0,1.0,0.0,3.0,0.0,0.0,35.0,227.4,23.0,0.0,0.0,0.0,0.0,0.0,116.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
3911491,Liga F,2024-02-18,18,Real Madrid CF W,Costa Adeje Tenerife,2,1,Real Madrid CF W,Claudia  Zornoza Sánchez,Spain,Left Defensive Midfield,86,45,38,84.4,31,10,1,0,2,0,1,18.6,2,5,7,17,3,2,66.7,0,0.133,0.044,0,3,3,3,0,1,33.3,33.3,16,0,0,0,5,0,0,2,0,39,179.1,20,6,2,2,100.0,1,0,113,41,0,0.0,0,0,0.0,0,0,0,21,Claudia Zornoza,47.09,39.77,32.44,10.47,1.05,0.0,2.09,0.0,1.05,2.09,5.23,7.33,17.79,3.14,2.09,0.0,0.14,0.0,3.14,3.14,3.14,0.0,1.05,16.74,0.0,0.0,0.0,5.23,0.0,0.0,2.09,0.0,40.81,187.43,20.93,6.28,2.09,2.09,1.05,0.0,118.26,42.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.98
3911491,Liga F,2024-02-18,18,Real Madrid CF W,Costa Adeje Tenerife,2,1,Real Madrid CF W,Linda Lizeth Caicedo Alegría,Colombia,Left Wing,93,29,24,82.8,12,18,6,3,1,1,3,16.7,0,2,2,8,1,0,0.0,0,0.076,0.076,0,0,0,0,0,0,0.0,0.0,6,0,0,1,3,0,1,2,0,37,402.9,19,19,2,2,100.0,1,4,79,47,1,0.0,0,0,0.0,0,0,0,18,Linda Caicedo,28.06,23.23,11.61,17.42,5.81,2.9,0.97,0.97,2.9,0.0,1.94,1.94,7.74,0.97,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,5.81,0.0,0.0,0.97,2.9,0.0,0.97,1.94,0.0,35.81,389.9,18.39,18.39,1.94,1.94,0.97,3.87,76.45,45.48,0.97,0.0,0.0,0.0,0.0,0.0,0.0,17.42
3911491,Liga F,2024-02-18,18,Real Madrid CF W,Costa Adeje Tenerife,2,1,Costa Adeje Tenerife,Rinsola Omowunmiajike Babajide,England,Left Midfield,67,19,11,57.9,11,9,2,0,0,0,0,15.0,2,2,3,4,3,1,33.3,1,0.127,0.042,0,0,3,3,0,1,33.3,33.3,22,1,1,6,10,0,0,2,0,18,97.2,8,8,1,0,0.0,3,1,84,50,1,0.0,0,0,0.0,0,0,0,7,,25.52,14.78,14.78,12.09,2.69,0.0,0.0,0.0,0.0,2.69,2.69,4.03,5.37,4.03,1.34,1.34,0.17,0.0,0.0,4.03,4.03,0.0,1.34,29.55,1.34,1.34,8.06,13.43,0.0,0.0,2.69,0.0,24.18,130.57,10.75,10.75,1.34,0.0,4.03,1.34,112.84,67.16,1.34,0.0,0.0,0.0,0.0,0.0,0.0,9.4
3911491,Liga F,2024-02-18,18,Real Madrid CF W,Costa Adeje Tenerife,2,1,Costa Adeje Tenerife,Agustina Barroso Basualdo,Argentina,Left Center Forward,92,35,27,77.1,29,3,0,0,0,1,0,25.1,1,0,4,24,0,0,0.0,0,0.0,0.0,0,0,2,1,1,1,50.0,100.0,17,2,1,0,1,0,1,0,0,25,137.5,17,0,0,0,0.0,0,0,83,12,0,0.0,0,0,0.0,0,0,0,2,,34.24,26.41,28.37,2.93,0.0,0.0,0.0,0.98,0.0,0.98,0.0,3.91,23.48,0.0,0.0,0.0,0.0,0.0,0.0,1.96,0.98,0.98,0.98,16.63,1.96,0.98,0.0,0.98,0.0,0.98,0.0,0.0,24.46,134.51,16.63,0.0,0.0,0.0,0.0,0.0,81.2,11.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96
3911491,Liga F,2024-02-18,18,Real Madrid CF W,Costa Adeje Tenerife,2,1,Costa Adeje Tenerife,Aline Villares Reis,Brazil,Goalkeeper,90,29,21,72.4,26,1,0,0,0,0,0,35.4,1,0,3,22,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,8,0,0,2,0,17,102.4,11,0,0,0,0.0,0,0,54,13,0,0.0,7,7,100.0,1,4,0,13,,29.0,21.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,17.0,102.4,11.0,0.0,0.0,0.0,0.0,0.0,54.0,13.0,0.0,0.0,7.0,7.0,1.0,4.0,0.0,13.0
3911491,Liga F,2024-02-18,18,Real Madrid CF W,Costa Adeje Tenerife,2,1,Costa Adeje Tenerife,Ange N'Guessan,Côte d'Ivoire,Right Wing,81,11,7,63.6,7,10,2,1,0,0,0,13.6,1,0,2,4,0,0,0.0,0,0.0,0.0,0,0,5,2,3,1,20.0,50.0,27,0,0,3,1,0,0,1,0,14,147.2,11,12,1,0,0.0,3,3,62,33,0,0.0,0,0,0.0,0,0,0,8,,12.22,7.78,7.78,11.11,2.22,1.11,0.0,0.0,0.0,1.11,0.0,2.22,4.44,0.0,0.0,0.0,0.0,0.0,0.0,5.56,2.22,3.33,1.11,30.0,0.0,0.0,3.33,1.11,0.0,0.0,1.11,0.0,15.56,163.56,12.22,13.33,1.11,0.0,3.33,3.33,68.89,36.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.89
3911491,Liga F,2024-02-18,18,Real Madrid CF W,Costa Adeje Tenerife,2,1,Costa Adeje Tenerife,Patricia Gavira Collado,Spain,Left Center Back,90,42,32,76.2,31,6,1,0,0,0,0,25.5,1,2,3,25,1,1,100.0,0,0.024,0.024,1,0,5,2,3,2,40.0,100.0,10,0,6,4,3,1,1,1,0,23,108.3,13,0,0,0,0.0,0,2,94,30,0,0.0,0,0,0.0,0,0,0,22,Patri Gavira,42.0,32.0,31.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,25.0,1.0,1.0,0.0,0.02,1.0,0.0,5.0,2.0,3.0,2.0,10.0,0.0,6.0,4.0,3.0,1.0,1.0,1.0,0.0,23.0,108.3,13.0,0.0,0.0,0.0,0.0,2.0,94.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
